Protein_ID,Vina_Score,FlexX_Score,HYDE_Lower_nM,HYDE_Upper_nM,FlexX_Poses
clean_4EE4,-7.8,-10.43,79476.585352,7896468.657515,10
clean_4EEA,-7.8,-12.93,7624423.220204,757531526.084991,10
clean_4EFG,-7.8,-7.47,106.963352,10627.441458,10
clean_4G2W,-7.8,-9.28,14884.582458,1478871.271781,10
clean_4GQG,-7.8,-6.13,424900988.588682,42216425429.749619,8
clean_4IHL,-7.8,-5.89,23107.300243,2295846.900354,10
clean_4J22,-7.8,-14.34,3050110.084701,303046470.593117,10
clean_4KC2,-7.8,-6.22,2478869907.88762,246290381587.442383,10
clean_4L8M,-7.8,-3.60,3.142361,312.212149,4
clean_4LSJ,-7.8,1.89,342.816195,34060.815866,10
clean_4MCR,-7.8,-4.27,96381589.683184,9576080788.081392,10
clean_4MJH,-7.8,-5.26,11575590.785417,1150103384.840315,10
clean_4MPG,-7.8,-5.91,376724.352789,37429791.820227,10
clean_4MPM,-7.8,-5.78,0.317446,31.540145,10
clean_4NGN,-7.8,-7.49,50142344.447091,4981938385.821455,10
clean_4NGS,-7.8,-8.09,851891397789.30542,84640447150927.859375,10
clean_4NY9,-7.8,-9.63,21.087085,2095.126536,10
clean_4PF3,-7.8,-7.85,8.291915,823.850785,10
clean_4QIZ,-7.8,1.21,10702.880699,1063394.477871,10
clean_4QK4,-7.8,1.49,11.977375,1190.022999,10
clean_4R3C,-7.8,-12.37,697443.313591,69295116.81652,10
clean_4RMG,-7.8,-10.80,2071.756477,205841.255194,10
clean_4UAL,-7.8,-5.71,26503.333626,2633262.895834,10
clean_4UFU,-7.8,NA,NA,NA,0
clean_4V3U,-7.8,-4.56,141.390079,14047.940293,10
clean_4X2K,-7.8,-9.07,928.630068,92264.887756,10
clean_4Y64,-7.8,-9.96,433.054571,43026.532001,10
clean_4YPE,-7.8,-4.14,23829854.605245,2367636948.281973,10
clean_4ZJS,-7.8,3.75,86330.778078,8577473.230003,2
clean_5ADT,-7.8,-5.55,179004.004055,17785106.158317,10
clean_5ANS,-7.8,-0.93,1433.287433,142405.580691,10
clean_5BVW,-7.8,-6.35,611627.828109,60768840.95257,10
clean_5C5Q,-7.8,-10.90,4213336.336607,418619876.257828,10
clean_5CBX,-7.8,-14.39,322314392.919091,32023840610.019867,10
clean_5D29,-7.8,-8.94,54719980.69012,5436753611.693824,10
clean_5D7P,-7.8,-5.41,18219.401023,1810205.21323,6
clean_5DGO,-7.8,-8.31,10008.627515,994416.319307,10
clean_5DH5,-7.8,-4.34,1727.847106,171671.825772,10
clean_5J1S,-7.8,-6.65,946.876316,94077.760379,10
clean_5K00,-7.8,-4.41,2373.651371,235836.297821,10
clean_5K6S,-7.8,-10.90,9342.995035,928281.796895,10
clean_5KHX,-7.8,-10.86,31826.897763,3162190.468291,10
clean_5KKN,-7.8,0.34,158.489122,15746.831371,10
clean_5L7H,-7.8,-9.16,89781.04047,8920277.19826,10
clean_5LIU,-7.8,-16.46,821.105555,81581.691671,10
clean_5LSA,-7.8,-8.15,77918.145486,7741628.44254,10
clean_5M7A,-7.8,-7.72,46631.509107,4633116.137122,10
clean_5MMW,-7.8,-3.74,187.366238,18615.943585,10
clean_5NK3,-7.8,-2.43,106.840429,10615.228343,10
clean_5NSD,-7.8,-1.74,5571220998.340927,553533745850.59729,10
clean_5O5T,-7.8,-7.50,22594082.425667,2244855675.777539,10
clean_5OPB,-7.8,-10.00,638412.643852,63430070.760944,10
clean_5Q12,-7.8,-5.13,16.60824,1650.126871,10
clean_5SB0,-7.8,-6.77,33434.822452,3321947.292876,10
clean_5SEW,-7.8,-12.13,328440.163873,32632472.172743,10
clean_5SFU,-7.8,2.62,2263551.546826,224897229.353035,9
clean_5SH8,-7.8,-13.48,478555.714575,47547339.688367,10
clean_5SHK,-7.8,-14.81,484585.262697,48146410.943786,10
clean_5SI7,-7.8,-10.87,5962171.559683,592376995.602582,10
clean_5SKJ,-7.8,-9.72,5125.521561,509250.871554,8
clean_5SKK,-7.8,-8.92,10792210.333172,1072269905.198024,10
clean_5SKV,-7.8,0.57,765324.501806,76039514.210968,6
clean_5TBE,-7.8,-7.00,253.880078,25224.486856,10
clean_5TF5,-7.8,-9.28,111.604176,11088.534699,10
clean_5TUD,-7.8,-13.25,4.894454,486.292916,10
clean_5U09,-7.8,-6.09,72.513627,7204.657588,10
clean_5U3V,-7.8,-5.91,2192345.445181,217822482.150892,10
clean_5UAP,-7.8,-4.01,4.527138,449.797945,10
clean_5UB5,-7.8,-0.48,532895334320.286926,52946302191289.140625,10
clean_5UNG,-7.8,-0.95,248.980848,24737.719324,6
clean_5VR8,-7.8,-8.31,161165.904122,16012785.462759,10
clean_5VV1,-7.8,-10.09,167.755267,16667.477583,10
clean_5YF2,-7.8,-9.27,16446.302051,1634037.346953,10
clean_6A6K,-7.8,-5.86,5.948254,590.994174,10
clean_6BD6,-7.8,-11.11,1320.413166,131190.854973,10
clean_6BTH,-7.8,-5.65,5081.815994,504908.465084,10
clean_6BTI,-7.8,-6.24,508.773255,50549.631032,10
clean_6E42,-7.8,-4.07,355.727371,35343.617554,10
clean_6F2U,-7.8,-5.11,7360356.440334,731294930.218526,10
clean_6F78,-7.8,-6.04,257588.501238,25592940.581759,10
clean_6F7B,-7.8,-9.55,96246.171707,9562626.211533,10
clean_6F8T,-7.8,-12.27,25185.155154,2502294.070994,10
clean_6FNF,-7.8,-6.11,18556.954334,1843743.130447,10
clean_6FNJ,-7.8,-4.17,5.066638,503.400442,10
clean_6FXT,-7.8,-12.64,2912.313537,289355.568879,10
clean_6FXY,-7.8,-19.48,152380.59026,15139912.587643,10
clean_6FZJ,-7.8,6.77,6464.868884,642322.946936,3
clean_6G35,-7.8,-2.91,714650.072721,71004710.070422,10
clean_6GLH,-7.8,-7.35,5712.505643,567571.210686,10
clean_6IPG,-7.8,-9.05,758075.15702,75319248.944953,10
clean_6JJR,-7.8,-16.00,28702.342441,2851747.423201,10
clean_6KK0,-7.8,-11.75,6743848.037263,670041175.287232,10
clean_6KXX,-7.8,-3.07,106.205355,10552.129991,2
clean_6LZG,-7.8,-5.83,64585.784783,6416979.579587,4
clean_6NGA,-7.8,-11.24,88523.161986,8795299.533653,10
clean_6NR0,-7.8,-12.16,534065.389393,53062554.080683,10
clean_6ODH,-7.8,-2.94,12151.896957,1207362.810336,10
clean_6PP9,-7.8,-7.35,73171.823925,7270053.333042,10
clean_6Q7B,-7.8,-6.06,1736475.838206,172529141.383479,10
clean_6S17,-7.8,-9.14,6352.237787,631132.381497,10
clean_6TL9,-7.8,-0.42,1853378.675584,184144129.461192,10
clean_6TLT,-7.8,NA,NA,NA,0
clean_6VCJ,-7.8,-7.80,33886.093733,3366783.762847,10
clean_6VF8,-7.8,-5.63,12992217.29255,1290853604.082774,10
clean_6VPQ,-7.8,2.24,15688.075843,1558703.090205,10
clean_6WCW,-7.8,-5.10,1184046.153608,117641985.995881,10
clean_6WPE,-7.8,-1.90,3186.667658,316614.272882,8
clean_6WV6,-7.8,4.12,19.774942,1964.757398,10
clean_6X2H,-7.8,-3.11,0.01455,1.445602,10
clean_6YX0,-7.8,NA,NA,NA,0
clean_6Z56,-7.8,3.15,342666.229618,34045915.915593,1
clean_6Z57,-7.8,-5.48,106026934.107581,10534402784.434752,10
clean_6Z5B,-7.8,3.07,11183.374738,1111134.401522,1
clean_6ZQS,-7.8,0.03,5758.370241,572128.129661,10
clean_7AX9,-7.8,-6.53,824.061276,81875.360013,10
clean_7BKN,-7.8,-11.59,17131539.789113,1702119767.727772,10
clean_7D3E,-7.8,-11.24,37922852.647118,3767859628.14088,10
clean_7LCI,-7.8,-5.11,2.892409,287.37795,10
clean_7M0X,-7.8,-8.49,1129297.113986,112202345.207476,10
clean_7M2E,-7.8,-5.68,2072709.887373,205935982.141255,10
clean_7MSR,-7.8,-5.58,2983867880.866479,296464915987.206726,10
clean_7MSS,-7.8,-6.86,51520612.558149,5118877471.621017,10
clean_7QK9,-7.8,-12.77,80088.194424,7957235.634903,10
clean_7RIU,-7.8,-3.81,2553.743141,253729.479996,10
clean_7RRC,-7.8,2.78,555181.11208,55160525.97565,10
clean_7RRD,-7.8,-2.31,1.542857,153.291925,10
clean_7RUU,-7.8,-3.28,339.00454,33682.105423,10
clean_7RUV,-7.8,-4.57,510.58909,50730.044973,10
clean_7RWN,-7.8,-6.30,145752.574131,14481379.997355,10
clean_7RWQ,-7.8,-9.34,45998.639722,4570236.82186,10
clean_7UAM,-7.8,-6.19,26639.509382,2646792.762391,10
clean_7UDP,-7.8,-7.29,98.597354,9796.230067,10
clean_7UDQ,-7.8,-6.49,7604.9047,755592.245746,10
clean_7URD,-7.8,0.15,54788.378877,5443549.37597,9
clean_7URE,-7.8,-5.60,17.518663,1740.582713,10
clean_7VFS,-7.8,4.74,62.81095,6240.639279,1
clean_7VWE,-7.8,1.33,54.31082,5396.101054,7
clean_7WQM,-7.8,-6.93,24331360.474642,2417464521.543959,10
clean_7XN5,-7.8,-7.52,5277844490.974516,524385055264.556396,10
clean_7YM8,-7.8,-6.56,161.532523,16049.211234,10
clean_7ZL7,-7.8,1.14,25710.015469,2554442.046516,10
clean_8A5V,-7.8,-12.90,48.453056,4814.097571,10
clean_8A5W,-7.8,-6.71,99340.549306,9870070.92136,10
clean_8C2Z,-7.8,-9.73,157.965379,15694.794406,10
clean_8D6L,-7.8,-10.37,42.290964,4201.857364,10
clean_8ES8,-7.8,-5.80,542.767912,53927.201188,10
clean_8FAV,-7.8,NA,NA,NA,0
clean_8FGF,-7.8,-11.37,2441.20313,242547.964541,10
clean_8FOB,-7.8,-9.89,1.272791,126.459278,10
clean_8FUR,-7.8,-8.44,1659.597915,164890.865159,10
clean_8I0C,-7.8,-10.27,595784191.860317,59194682016.243935,10
clean_8I5B,-7.8,-5.31,180.784994,17962.058046,10
clean_8JEW,-7.8,-4.27,19366.237904,1924150.23805,10
clean_8JP1,-7.8,-8.69,27366635.741999,2719037065.323536,10
clean_8KHM,-7.8,-9.61,339176.804513,33699220.900323,10
clean_8ONE,-7.8,-6.11,189150.114641,18793182.233578,10
clean_8OWG,-7.8,-3.73,19672.270315,1954556.367415,10
clean_8OX4,-7.8,-11.94,4376529.163661,434834048.498003,10
clean_8OX5,-7.8,-10.15,82.227356,8169.773991,10
clean_8R41,-7.8,-11.13,13141.874161,1305722.898762,10
clean_8R58,-7.8,-6.92,511.374133,50808.043638,10
clean_8UVY,-7.8,-12.51,18781.410557,1866044.183334,10
clean_8UW7,-7.8,-10.63,1544587.479016,153463898.364134,10
clean_8XQJ,-7.8,-6.31,1320113725.295355,131161103738.144562,3
O76074,-7.8,-10.05,264986.769787,26328002.304114,10
O94823,-7.8,5.07,1176.16187,116858.635795,10
O95674,-7.8,NA,NA,NA,0
P50747,-7.8,-5.97,1743193.081095,173196539.179927,10
Q15067,-7.8,-13.11,74838.957285,7435692.889164,10
Q6H9L7,-7.8,NA,NA,NA,0
Q6ZQW0,-7.8,-10.28,0.699462,69.495685,10
Q8N6C5,-7.8,-4.51,770751.331236,76578701.800841,10
Q9BZF3,-7.8,-4.26,303.058594,30110.663169,10
Q9H9B1,-7.8,-9.75,127685031.566235,12686262819.758358,10
Q9HAW8,-7.8,-0.97,310330667.454928,30833186631.762936,10
Q9ULP9,-7.8,-7.59,0.71495,71.034513,10
Q9Y2W3,-7.8,-6.19,363103.73798,36076503.207477,10
clean_1ISG,-7.7,-14.21,6658.732456,661584.439029,10
clean_1LFG,-7.7,-7.63,1452113452.719037,144276057101.841064,10
clean_1MX1,-7.7,-3.37,1.640452,162.988613,10
clean_1RXD,-7.7,-10.10,12131.046161,1205291.160551,10
clean_1UNL,-7.7,-8.88,71203.155593,7074454.494506,10
clean_1VKG,-7.7,-3.96,9193.354658,913414.140717,10
clean_1W0G,-7.7,-8.49,33.54171,3332.567217,10
clean_1XM2,-7.7,-4.09,748426.305711,74360578.518903,10
clean_1XM6,-7.7,-16.99,23092.210106,2294347.605984,10
clean_1XOT,-7.7,-1.67,9402.760756,934219.874607,10
clean_1XOX,-7.7,-15.11,162907007.86987,16185774414.329483,10
clean_1Z70,-7.7,-6.04,83967099.559206,8342627793.989578,10
clean_1ZZ2,-7.7,-9.23,34990.580725,3476521.075685,10
clean_2A5U,-7.7,-5.81,64402802.27948,6398799185.968775,10
clean_2AEC,-7.7,-13.36,134418288.430779,13355251699.416037,10
clean_2C2S,-7.7,-1.72,820.8864,81559.917333,10
clean_2C2T,-7.7,-7.50,2240.003438,222557.585544,10
clean_2D4Q,-7.7,-4.10,267.503849,26578.089008,10
clean_2DHF,-7.7,-6.23,82.048064,8151.960235,10
clean_2E9M,-7.7,-5.84,2.965839,294.67366,10
clean_2G56,-7.7,-5.53,1019.862545,101329.373713,10
clean_2GPP,-7.7,NA,NA,NA,0
clean_2IWZ,-7.7,-14.06,28027.590221,2784706.800657,10
clean_2JAM,-7.7,-11.19,11718.334401,1164285.80703,10
clean_2Q3G,-7.7,NA,NA,NA,0
clean_2Q61,-7.7,-7.78,15162.921246,1506525.876117,10
clean_2QTU,-7.7,-6.74,0.115927,11.518018,10
clean_2QYN,-7.7,-7.28,13.601773,1351.41654,3
clean_2R2N,-7.7,-11.35,75601.010656,7511407.397272,10
clean_2VWX,-7.7,-1.19,168.827528,16774.013079,10
clean_2W7X,-7.7,-6.06,5734.956164,569801.802599,10
clean_2WOU,-7.7,-9.71,2313.298949,229839.927849,10
clean_2Y73,-7.7,-10.14,32792399.617542,3258118786.013591,10
clean_2YJD,-7.7,-2.85,2.776392,275.850913,10
clean_2Z0N,-7.7,-7.60,28411.101359,2822810.899755,10
clean_2ZK3,-7.7,-7.89,29.286479,2909.784845,10
clean_3B2R,-7.7,-11.36,297.617082,29570.016798,10
clean_3BEA,-7.7,-4.74,265.349026,26363.99458,10
clean_3BI1,-7.7,-5.31,21638598.431475,2149922691.686108,10
clean_3C5U,-7.7,-2.20,26.086976,2591.895328,6
clean_3CAV,-7.7,-5.71,151833387.977538,15085544805.603943,10
clean_3CUK,-7.7,-8.02,2428548.33201,241290635.49934,10
clean_3DC1,-7.7,-6.49,283758.842524,28193118.719841,10
clean_3DCT,-7.7,NA,NA,NA,0
clean_3DCU,-7.7,0.22,55.968896,5560.840734,7
clean_3E94,-7.7,-4.54,2.218286,220.399853,10
clean_3EE5,-7.7,-3.88,9458228.323521,939730905.413347,10
clean_3EQP,-7.7,5.08,3622.760299,359942.655172,1
clean_3F7G,-7.7,9.84,18188.115854,1807096.846761,2
clean_3F91,-7.7,-9.14,456.933653,45399.059997,10
clean_3G1R,-7.7,-7.89,1102611.720795,109550993.617386,10
clean_3GC8,-7.7,-1.92,22438.017798,2229349.732267,4
clean_3GHV,-7.7,-9.33,1006.195333,99971.455418,10
clean_3IOJ,-7.7,0.01,13230.059042,1314484.588132,10
clean_3JWQ,-7.7,-9.52,512.004557,50870.679932,10
clean_3KWY,-7.7,-1.82,0.533386,52.995093,10
clean_3LJT,-7.7,-9.29,3416813.23,339480596.199072,10
clean_3MP4,-7.7,-7.33,801760383.001722,79659634433.764786,10
clean_3MQM,-7.7,-8.66,70.388179,6993.481711,10
clean_3NNX,-7.7,4.53,12.177945,1209.95088,3
clean_3NZD,-7.7,-1.15,1795.196175,178363.354001,10
clean_3OEF,-7.7,-0.25,26.945525,2677.197271,10
clean_3OQ1,-7.7,-3.42,46.966046,4666.354358,10
clean_3P0Q,-7.7,-1.51,2955682847.781509,293664566307.111267,10
clean_3P88,-7.7,-5.28,3.993136,396.741638,10
clean_3QC4,-7.7,-5.42,792062.693372,78696111.631739,10
clean_3QFV,-7.7,-9.18,652.444831,64824.251485,10
clean_3RIN,-7.7,-14.26,5263.564314,522966.235245,10
clean_3RUT,-7.7,-3.97,4.854027,482.276259,10
clean_3S95,-7.7,2.35,6877.502682,683320.554446,10
clean_3SPR,-7.7,-4.28,3542.963485,352014.369937,10
clean_3U5N,-7.7,-13.36,669.718817,66540.524154,10
clean_3U8D,-7.7,-6.22,1645.809687,163520.923247,10
clean_3UQR,-7.7,-7.65,24995085.50424,2483409527.487396,10
clean_3UZY,-7.7,-9.98,3150426.413519,313013490.978201,10
clean_3W4I,-7.7,-7.99,708888943.668614,70432307836.614868,10
clean_4AF3,-7.7,-1.32,132.89218,13203.62381,10
clean_4BGM,-7.7,-2.45,701452.732605,69693476.301106,2
clean_4EEM,-7.7,-11.87,4939027.171439,490721551.322193,10
clean_4EGC,-7.7,-8.05,11805.575456,1172953.721649,10
clean_4EH4,-7.7,-3.94,26895.951712,2672271.824036,10
clean_4F9C,-7.7,-7.75,177782.537092,17663746.19364,10
clean_4FGY,-7.7,-2.14,108.145014,10744.846564,10
clean_4FRD,-7.7,0.65,104053519.674553,10338332392.763847,10
clean_4FRL,-7.7,-8.09,12959.081174,1287561.33483,10
clean_4FRQ,-7.7,-7.46,40056.799142,3979879.829266,10
clean_4G6L,-7.7,4.74,75940.661267,7545153.693618,3
clean_4H1J,-7.7,-7.69,1084.671035,107768.480409,10
clean_4HEE,-7.7,-13.00,0.736439,73.169537,10
clean_4I91,-7.7,-2.33,0.113796,11.306269,3
clean_4IFP,-7.7,-14.51,6745.92753,670247.785201,10
clean_4IJW,-7.7,-3.03,82.362612,8183.212477,10
clean_4IVD,-7.7,-7.86,59657839.408044,5927359070.250795,10
clean_4JIH,-7.7,4.29,556325.527766,55274230.440429,3
clean_4KBN,-7.7,0.17,1178.681048,117108.931069,10
clean_4KC1,-7.7,-9.33,209327.413655,20797916.188278,10
clean_4KU7,-7.7,-2.86,1717217.827476,170615744.155055,10
clean_4L57,-7.7,-8.13,398496.282799,39592961.792606,10
clean_4NM3,-7.7,-6.71,2345602.080751,233049435.019667,10
clean_4NW5,-7.7,-5.86,1373667210.021347,136481959078.932358,10
clean_4NW6,-7.7,-6.18,1492586.440031,148297287.6865,10
clean_4OBQ,-7.7,-2.35,353.59339,35131.593879,7
clean_4OME,-7.7,-10.01,50703775.266709,5037719857.192217,10
clean_4OMK,-7.7,-2.47,697.392113,69290.02969,10
clean_4OTH,-7.7,0.81,17879808.477049,1776464685.988893,10
clean_4OYM,-7.7,-7.51,3322.408717,330100.949633,10
clean_4OZ2,-7.7,-3.51,168.147714,16706.469556,10
clean_4P4J,-7.7,-1.59,656372133.291779,65214452221.71965,10
clean_4PJ5,-7.7,-12.22,1622.272451,161182.359604,10
clean_4PJD,-7.7,1.29,1.050357,104.359212,2
clean_4PJF,-7.7,NA,NA,NA,4
clean_4PM0,-7.7,NA,NA,NA,0
clean_4PRG,-7.7,-5.02,13.326409,1324.057525,10
clean_4QPM,-7.7,-12.25,221393.199357,21996723.336282,10
clean_4QXK,-7.7,-0.90,24175.492668,2401978.133341,7
clean_4RME,-7.7,0.95,0.261707,26.002109,10
clean_4RSU,-7.7,-9.56,37319.976014,3707960.270135,10
clean_4RWV,-7.7,-2.51,274.009791,27224.492826,10
clean_4RXO,-7.7,-8.97,196.008616,19474.614925,10
clean_4UFY,-7.7,NA,NA,NA,0
clean_4V3D,-7.7,-10.10,1165.417451,115791.114291,10
clean_4W4W,-7.7,-4.61,7582.724709,753388.532451,10
clean_4W5I,-7.7,NA,NA,NA,0
clean_4X2F,-7.7,-6.38,61109.149076,6071555.26658,10
clean_4XMO,-7.7,-2.59,34315818.392315,3409479448.451835,10
clean_4XZM,-7.7,-8.47,160978.932121,15994208.688977,10
clean_4Y6Q,-7.7,-5.46,9.480037,941.897679,10
clean_4Z1F,-7.7,-7.86,808.43711,80323.006739,10
clean_4ZS2,-7.7,-15.60,22752.935355,2260638.653559,10
clean_5A86,-7.7,-6.10,76.734468,7624.023056,10
clean_5AL5,-7.7,NA,NA,NA,0
clean_5B3X,-7.7,-10.49,19885.208529,1975713.03806,10
clean_5C2E,-7.7,-0.43,191931375.472642,19069516941.30727,5
clean_5C4T,-7.7,0.67,13.487743,1340.087008,7
clean_5C4U,-7.7,-0.95,0.372829,37.042807,5
clean_5D5M,-7.7,NA,NA,NA,0
clean_5DCZ,-7.7,-1.46,4177234343.412357,415032929782.066223,3
clean_5FTQ,-7.7,-9.65,832.97009,82760.503318,10
clean_5HCV,-7.7,-7.18,0.504715,50.146398,10
clean_5HT5,-7.7,-9.26,91.008826,9042.264934,10
clean_5I9Y,-7.7,-3.13,6102.739381,606343.239783,10
clean_5IDN,-7.7,-5.50,330.257118,32812.997348,10
clean_5IUG,-7.7,-6.42,2117.625175,210398.581486,10
clean_5IUH,-7.7,-5.42,80115.198392,7959918.638763,10
clean_5J1T,-7.7,-4.57,10802.954655,1073337.417095,10
clean_5J6S,-7.7,-6.15,3160.391342,314003.565498,10
clean_5JAX,-7.7,-8.05,40067803.872296,3980973214.317598,10
clean_5L0R,-7.7,-7.20,2391122.611081,237572168.846615,10
clean_5L0T,-7.7,-5.56,735615.950587,73087793.996487,10
clean_5LWE,-7.7,-4.85,209.912021,20856.000389,10
clean_5MJ5,-7.7,0.13,76.25889,7576.771632,2
clean_5MJY,-7.7,-6.98,115810.927789,11506500.404212,10
clean_5MQV,-7.7,NA,NA,NA,0
clean_5NGS,-7.7,1.79,3283308.028118,326216065.046896,4
clean_5NNG,-7.7,-4.01,19639.965878,1951346.730685,8
clean_5NTP,-7.7,NA,NA,NA,0
clean_5O8V,-7.7,-7.86,39626.763011,3937153.197154,10
clean_5PGU,-7.7,-3.76,350.762452,34850.323445,10
clean_5Q0W,-7.7,-5.74,14.351202,1425.876728,10
clean_5Q1G,-7.7,-6.19,2.810943,279.283823,10
clean_5SAZ,-7.7,3.86,36.826435,3658.924024,10
clean_5SD6,-7.7,-3.69,1862.671712,185067.447573,10
clean_5SD7,-7.7,-0.66,14425.626816,1433271.315224,10
clean_5SD8,-7.7,13.24,13218.332223,1313319.459368,1
clean_5SD9,-7.7,-2.92,1299.01397,129064.718294,10
clean_5SDY,-7.7,-3.39,642.001969,63786.691437,10
clean_5SE1,-7.7,-5.20,16711.24509,1660361.004428,10
clean_5SEE,-7.7,-1.57,61189.741203,6079562.570949,10
clean_5SF2,-7.7,-4.93,127.206454,12638.713341,10
clean_5SFG,-7.7,-3.36,7396.766188,734912.453913,10
clean_5SHW,-7.7,-11.34,58372.175972,5799620.806475,10
clean_5SI2,-7.7,-5.75,18751.927931,1863114.910149,10
clean_5SW9,-7.7,-4.11,4313.236137,428545.512125,10
clean_5U3T,-7.7,-8.90,937.803522,93176.324632,10
clean_5UFR,-7.7,-3.60,58.855935,5847.685134,10
clean_5VCE,-7.7,-6.84,701.036117,69652.083122,10
clean_5VX3,-7.7,-9.09,265833.145659,26412094.751208,10
clean_5WBG,-7.7,-0.92,262.011146,26032.356476,10
clean_5X02,-7.7,-7.28,3052.160858,303250.227052,10
clean_5Y0Z,-7.7,-2.03,865.195004,85962.239116,10
clean_5Y86,-7.7,-2.74,670331.196748,66601367.708622,9
clean_5Z0S,-7.7,-3.27,35829574.875006,3559880105.043823,10
clean_5ZXI,-7.7,-6.21,5.126435,509.341638,10
clean_6A3N,-7.7,-9.95,60383.390291,5999446.840251,10
clean_6A7E,-7.7,-2.95,28631.778924,2844736.520557,10
clean_6AVI,-7.7,-12.18,3532.399051,350964.730944,10
clean_6BKG,-7.7,-10.07,29341.580429,2915259.496777,3
clean_6C7J,-7.7,3.16,113.78893,11305.60301,4
clean_6CZ3,-7.7,-8.27,262347.24701,26065750.110126,10
clean_6D94,-7.7,4.27,20.360193,2022.905603,5
clean_6DPQ,-7.7,4.09,116.707249,11595.55525,5
clean_6F22,-7.7,1.66,35281.928041,3505468.15418,7
clean_6FAD,-7.7,-8.87,3420786.729465,339875386.864183,10
clean_6FXR,-7.7,-12.59,20919.764514,2078502.291914,10
clean_6GE4,-7.7,-1.28,0.507578,50.430873,9
clean_6GLI,-7.7,-6.72,2154.357034,214048.108906,10
clean_6GX1,-7.7,-8.25,320740.414165,31867456.514666,10
clean_6H7Y,-7.7,-6.67,3286969.327277,326579836.765668,10
clean_6HEX,-7.7,0.19,827.688492,82235.745364,10
clean_6HK3,-7.7,-4.48,3700.344006,367651.055191,10
clean_6HKJ,-7.7,-6.79,11580134815.846741,1150554861129.978271,10
clean_6KXY,-7.7,2.44,357.426543,35512.440274,2
clean_6L66,-7.7,-6.63,5.950402,591.20762,10
clean_6LU6,-7.7,-14.50,758.484766,75359.945973,10
clean_6MCP,-7.7,-6.30,123908777.883394,12311069689.38942,10
clean_6N2E,-7.7,-10.24,10927446.104272,1085706378.633998,10
clean_6NX1,-7.7,-11.84,32.71372,3250.301523,10
clean_6O67,-7.7,-5.01,235827.533925,23430859.818158,10
clean_6P2B,-7.7,-8.12,7.283973,723.705775,10
clean_6PNH,-7.7,-4.25,1875.503356,186342.347268,10
clean_6PNM,-7.7,4.21,689.165809,68472.697801,10
clean_6POT,-7.7,-11.46,26064.939799,2589705.877132,10
clean_6PXU,-7.7,-17.63,231.651205,23015.916864,10
clean_6QVO,-7.7,-12.70,773445.684545,76846401.732311,10
clean_6R7D,-7.7,-4.46,4027.465962,400152.555571,10
clean_6RTI,-7.7,-2.03,2152015.105982,213815424.499594,10
clean_6SEO,-7.7,-2.21,46969.987747,4666745.991202,10
clean_6SGP,-7.7,-8.17,19675925.460261,1954919527.754972,10
clean_6SHH,-7.7,-8.10,513596192.695674,51028818365.328148,10
clean_6SK3,-7.7,-7.82,1841.547472,182968.629423,10
clean_6T4J,-7.7,NA,NA,NA,0
clean_6U6Z,-7.7,-9.45,883.545082,87785.42781,10
clean_6U9M,-7.7,-13.14,2652873.420472,263578659.352876,10
clean_6W9U,-7.7,-7.66,3225.277543,320450.393258,1
clean_6XDS,-7.7,-6.07,9117.620787,905889.532803,10
clean_6XFP,-7.7,-5.21,3752.805412,372863.405995,5
clean_6YG2,-7.7,-2.58,9.086258,902.773464,10
clean_6YLC,-7.7,-6.49,59453237.828703,5907030693.643065,10
clean_6YXD,-7.7,-6.75,3.010372,299.098256,10
clean_6Z5A,-7.7,-9.71,6740.735972,669731.973233,10
clean_6Z5D,-7.7,-6.24,129.695103,12885.97529,10
clean_7AH6,-7.7,0.60,6.637483,659.473168,10
clean_7AK1,-7.7,-1.90,75.541794,7505.523859,10
clean_7B5F,-7.7,NA,NA,NA,0
clean_7BFZ,-7.7,-5.87,4987.380226,495525.713198,10
clean_7C05,-7.7,-1.85,776.99004,77198.554394,10
clean_7C7C,-7.7,-5.01,808.29047,80308.437204,4
clean_7DEJ,-7.7,-8.06,5879.322396,584145.441331,10
clean_7EKH,-7.7,-7.87,769.590715,76463.387704,10
clean_7F80,-7.7,-4.87,5.910129,587.206279,10
clean_7JS8,-7.7,-3.27,2331625.642788,231660793.272773,10
clean_7KDZ,-7.7,-15.52,136.696412,13581.596753,10
clean_7KSI,-7.7,NA,NA,NA,0
clean_7KSJ,-7.7,NA,NA,NA,1
clean_7KSZ,-7.7,-5.27,395066852.834027,39252227649.154068,10
clean_7KTK,-7.7,-3.98,1312913.038482,130445672.929456,10
clean_7KTN,-7.7,-9.32,45073.219917,4478290.892739,10
clean_7LEL,-7.7,-6.43,250.696538,24908.183252,10
clean_7LTL,-7.7,2.33,3463418.116585,344111067.231215,6
clean_7LV3,-7.7,NA,NA,NA,2
clean_7MFZ,-7.7,-6.80,112894.860299,11216771.857915,10
clean_7OPO,-7.7,-1.28,338493898.335547,33631370133.951519,10
clean_7P7P,-7.7,-11.87,13116.088389,1303160.929896,10
clean_7QGP,-7.7,-0.59,58985.559845,5860564.120787,4
clean_7QGW,-7.7,-1.64,946627879.165495,94053076702.059372,10
clean_7QWK,-7.7,-7.53,143059.793976,14213836.367983,10
clean_7S1R,-7.7,-12.01,2844506491.459646,282618537979.89386,10
clean_7S88,-7.7,-4.70,15.362224,1526.327756,10
